ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default,F0,F1,F2,F3,F4,F5,F6
18950,22000,1,2,2,24,0,0,0,0,0,0,19768.6,18564,15646.4,13885.2,14197.4,15167,640,700,600,700,1400,600,0,0.898572727,0.034475329,0.044738726,0.043211477,0.049304802,0.092305664,0.9375
18951,6000,1,2,2,25,0,0,0,0,0,0,6104.6,6110.8,6118.6,6123.8,5829.2,5964.6,400,400,340,240,260,260,0,1.017433333,0.065457878,0.065374432,0.055521082,0.04117203,0.043590517,0.65
18952,24000,1,2,1,25,0,0,0,0,0,0,10421.8,8601.4,6696.2,5712.6,4813,560.4,313,638.8,240,1241.2,0,62,0,0.434241667,0.036389425,0.09539739,0.042012394,0.257884895,0,0.198083067
18953,16000,1,2,2,25,0,0,0,0,0,0,15488,15683.6,15603,15914.2,16024.2,15460.8,700,600,700,600,600,600,0,0.968,0.04463261,0.038454143,0.043985874,0.037443367,0.038807824,0.857142857
18954,16000,1,2,2,25,0,0,0,0,0,0,16023,15485.4,15531.4,14021,7950.2,2953,15000.8,619.2,377.4,216.2,408.8,0,0,1.0014375,0.968706007,0.039867623,0.026916768,0.027194284,0.138435489,0
18955,10000,1,2,1,25,0,-1,-1,-1,0,0,1488.8,65.2,65.2,3098.6,1642,1626.6,65.2,65.2,3098.6,56.8,74.2,130.4,0,0.14888,1,1,1,0.034591961,0.045616624,2
18956,6000,1,2,2,22,0,0,0,0,0,0,5889.8,6061.6,5237.2,5539.6,5797.4,5913.6,280.4,400,400,400,500,400,0,0.981633333,0.046258414,0.07637669,0.07220738,0.068996447,0.084550866,1.426533524
18957,6000,1,2,2,23,0,0,0,0,0,0,5753.4,5513.4,5727.6,5763.6,5887.8,3537,349.8,364,200,124.2,70.8,0,1,0.9589,0.063445424,0.063551924,0.034700534,0.021094467,0.020016964,0
18958,10000,1,3,2,23,0,0,0,0,0,0,2677,2298.6,2047.2,1579.2,1242.2,4663,240,360,200,242.2,4000,750.8,0,0.2677,0.104411381,0.175849941,0.126646403,0.194976654,0.857816856,3.128333333
18959,34000,1,1,2,27,-1,0,0,0,0,0,8395.4,7779,7939.6,7666,7920.4,7984.4,330,900,800,800,600,600,0,0.246923529,0.042421905,0.113355837,0.104356901,0.101005,0.075146536,1.818181818
18960,42000,1,2,2,26,0,0,0,0,0,-1,3119.8,2336.8,564.2,587,379,215.6,211.8,213.8,200,7.6,215.6,215.6,0,0.074280952,0.090636768,0.378943637,0.340715503,0.02005277,1,1.017941454
18961,32000,1,1,2,26,1,2,0,0,2,0,20072.8,19572.6,20107,20876.4,20107,20324.2,0,1299.4,1600.2,0,800,760.2,0,0.627275,0,0.06462426,0.076651147,0,0.039361943,100
18962,30000,1,2,2,26,-1,-1,0,0,-1,-1,48.4,636,980,1041.4,1062.6,1268,636,349.4,200,1823.8,205.4,0.8,0,0.001613333,1,0.356530612,0.192049165,1.716356108,0.161987382,0.001257862
18963,12000,1,3,1,23,2,0,0,0,0,0,12081.2,11498.2,11827.4,11869,5879.8,5867.8,411,514,324,204,210,216,0,1.006766667,0.035744725,0.04345841,0.027298003,0.034695058,0.035788541,0.525547445
18964,10000,1,2,2,22,0,0,0,0,0,0,9083.4,9001.8,8927.8,10439.6,8636.2,6294.6,400,400,2010.4,400,227.2,400,0,0.90834,0.044435557,0.044803871,0.192574428,0.046316667,0.03609443,1
18965,28000,1,2,2,26,2,2,2,2,2,2,23685,24194,24628.2,24924.4,25173,25695.8,1200,1120,1000,960,960,940,1,0.845892857,0.049599074,0.045476324,0.040121327,0.038136098,0.037360191,0.783333333
18966,16000,1,2,1,26,0,0,-1,-1,-1,-2,8043.2,2080,2187,463.6,-142.2,-141.6,280,2187,464.8,141.4,0.6,9181.2,0,0.5027,0.134615385,1,1.002588438,-0.994374121,-0.004237288,32.79
18967,12000,1,1,2,26,0,0,0,0,0,0,7320.8,7155.4,5967.2,6163.6,6262.8,6170.4,353,362.4,358.8,258,253.6,254.6,0,0.610066667,0.049333371,0.060732002,0.058212733,0.041195631,0.041099442,0.721246459
18968,40000,1,1,2,27,0,0,0,0,0,0,17238.4,13496.6,11622.4,4789.8,1854,899.2,3037.2,2037.6,214.8,41.8,22.4,559.4,0,0.43096,0.225034453,0.17531663,0.044845296,0.022545847,0.024911032,0.1841828
18969,20000,1,1,2,26,0,0,0,0,0,0,16292.6,16619.6,12769.6,12938.4,13222.8,13479.2,800,600,500,500,500,520,0,0.81463,0.048135936,0.046986593,0.038644655,0.037813474,0.03709419,0.65
18970,16000,1,2,2,26,0,0,0,0,0,0,15552,15849.6,24139.4,12197.8,8204.6,8532.6,620,940,960,240,652,400,1,0.972,0.039117706,0.038940487,0.078702717,0.029251883,0.076412817,0.64516129
18971,14000,1,2,2,22,0,0,0,0,0,0,14494.6,14437.8,14373.4,12906.8,6736.6,6571.4,700,685.4,620,240,340,261.4,0,1.035328571,0.048483841,0.047685308,0.048036694,0.03562628,0.051739355,0.373428571
18972,12000,1,2,2,24,0,0,0,0,0,0,10168,9918.4,8882.4,9080.4,7140.8,7304.8,420,369.4,367.4,227.8,250.8,277.4,0,0.847333333,0.04234554,0.041587859,0.040460773,0.031901188,0.034333589,0.66047619
18973,16000,1,2,2,24,0,0,0,0,0,0,14476.6,14724,10745.6,6397.8,4011.6,39.2,700,470.8,405.4,160,39.2,36.8,0,0.9047875,0.047541429,0.043813282,0.063365532,0.039884335,1,0.052571429
18974,10000,1,2,1,24,0,0,0,0,0,0,9740,9508.8,9522.4,9742.6,9859,9983.2,480.2,488,479.2,273.6,280.2,361.4,0,0.974,0.050500589,0.051247585,0.049186049,0.027751293,0.028067153,0.752603082
18975,6000,1,2,2,23,0,0,0,0,0,0,4921.4,4886,4776.2,4846.8,4970.6,1562.8,340,320,257.4,259.2,100,310,0,0.820233333,0.069586574,0.066998869,0.053107205,0.052146622,0.063987714,0.911764706
18976,10000,1,1,2,25,0,0,0,0,0,0,1832.4,1963.6,1432.2,1675.4,1757.8,1762.6,300,400,300,200,100,100,0,0.18324,0.152780607,0.279290602,0.179061717,0.113778587,0.05673437,0.333333333
18977,16000,1,3,2,25,0,0,0,0,0,0,17757.2,17278.2,16974.2,16362.6,9018.8,7624.2,640,800,600,300,300,260,0,1.109825,0.037040895,0.047130351,0.036668989,0.033263849,0.039348391,0.40625
18978,16000,1,2,1,25,0,0,0,0,0,0,15805.8,15201.8,14981.6,8329.2,5859.4,6011.4,800,640,446,260,282,200,0,0.9878625,0.052625347,0.042719069,0.053546559,0.044373144,0.046910869,0.25
18979,20000,1,1,2,25,0,0,0,0,0,0,18195.2,18688.6,18838.4,19107,19589,18682.4,800,700.6,800,800.6,700,680,0,0.90976,0.042806845,0.037189995,0.041869472,0.040869876,0.037468419,0.85
18980,6000,1,1,2,25,1,3,2,0,0,0,2943.4,2838,2580,2201.2,1116.8,1053.6,0,0,409.2,0,0,0,1,0.490566667,0,0,0.185898601,0,0,100
18981,12000,1,2,2,25,0,0,0,0,0,0,6998.4,7221.2,7444,7650.6,7873.8,7318.4,400,400,400,400,280,280,1,0.5832,0.055392456,0.053734551,0.052283481,0.050801392,0.038259729,0.7
18982,34000,1,2,0,24,-1,0,0,0,0,0,8908.8,7486.4,7731.6,7091.6,6028.6,8443,400,433,457,100,5700,400,0,0.262023529,0.05343022,0.056003932,0.064442439,0.016587599,0.67511548,1
18983,4000,1,1,2,24,0,0,0,0,2,0,3090.2,3357.8,3640.6,3920.4,3224.2,3064.2,320,400,800,0,300,400,1,0.77255,0.095300494,0.109871999,0.20406081,0,0.097904836,1.25
18984,10000,1,2,2,25,3,2,0,0,0,0,13376.2,13023,10202,10068.4,7205,7355.6,0,418.4,292,233.4,241.8,329,0,1.33762,0,0.041011566,0.029001629,0.032394171,0.032872913,100
18985,18000,1,2,2,25,0,0,0,2,0,0,20708.2,20038,19904.4,17934.8,2174.8,0,1000,1700,0,43.4,0,2122,1,1.150455556,0.04990518,0.085408251,0,0.019955858,100,2.122
18986,14000,1,1,2,25,0,-1,-1,-1,-2,-2,1065.6,42.4,8213.8,-73.4,-73.4,-73.4,42.4,8400,0,0,0,0,0,0.076114286,1,1.022669167,0,0,0,0
18987,24000,1,2,2,26,0,0,0,0,0,0,6836.6,4486.2,2479.8,839.8,611.8,134.8,340,300,200,136.4,0,0,0,0.284858333,0.075787972,0.120977498,0.238151941,0.222948676,0,0
18988,10000,1,3,2,26,2,2,2,2,2,2,6691.4,6900.8,7089.4,7212.2,7314.2,7170,380,360,300,280,0,600,1,0.66914,0.055066079,0.050780038,0.041596184,0.038281699,0,1.578947368
18989,76000,1,1,2,27,-2,-2,-2,-2,-2,-2,0,58.4,1470.4,680.2,208.4,800,58.4,1470.4,680.2,208.4,800,1000,0,0,1,1,1,1,1,17.12328767
18990,40000,1,2,2,27,0,0,0,0,0,0,31553.6,21786.4,22081,18045.2,17757.8,18437.6,1200,1000,2000,1000,1000,1000,0,0.78884,0.055080234,0.045287804,0.110832798,0.056313282,0.054236994,0.833333333
18991,12000,1,2,2,26,0,0,0,0,0,-2,4782.2,5036.2,5302.6,1405.6,-214.6,-214.6,333.6,400,300,0,0,4400,0,0.398516667,0.066240419,0.075434692,0.213431986,0,0,13.18944844
18992,16000,1,3,2,25,0,0,0,0,0,0,16160.8,16278,16340,15816,11974.6,12104,600,611.6,1802.6,440,440,500,0,1.01005,0.036859565,0.037429621,0.113973192,0.036744442,0.036351619,0.833333333
18993,30000,1,2,2,28,0,0,0,0,0,0,5127.8,3242.6,3615,3980.4,1066.2,1856.2,400,400,400,200,790,0,0,0.170926667,0.123357799,0.110650069,0.100492413,0.187582067,0.42560069,0
18994,52000,1,3,2,27,0,0,0,0,0,0,21232.8,21026.6,20121.2,18604.4,12349.2,9563.8,766.8,904.6,630.8,405,341.8,402.2,0,0.408323077,0.036468093,0.044957557,0.033905958,0.032795647,0.035738932,0.524517475
18995,40000,1,5,1,27,0,0,0,0,0,0,37028.6,37735.6,38300,37567,27814,28034.2,1400,1502.4,1500,1020,1020,1100,0,0.925715,0.037100245,0.039227154,0.039928661,0.036672179,0.036384131,0.785714286
18996,40000,1,2,1,29,1,2,0,0,0,2,11596.4,11001,10948.4,10880.2,8584.6,8073,0,440,334.2,600,0,920,0,0.28991,0,0.040188521,0.030716347,0.069892598,0,100
18997,40000,1,3,2,29,-1,-1,-1,-1,-1,-1,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,0,0.00163,1,1,1,1,1,1
18998,6000,1,2,2,25,0,0,2,2,2,2,4731.4,5313.6,5491.2,5583,5437,5761.2,660,320,240,0,440,0,1,0.788566667,0.124209575,0.058275058,0.042987641,0,0.076372978,0
18999,6000,1,2,1,28,0,0,0,0,0,0,1740.8,1939.6,2204.4,2406.4,2426.8,2487.8,260,297.6,299.6,120,100,150,0,0.290133333,0.134048257,0.135002722,0.12450133,0.049447833,0.040196157,0.576923077
19000,104000,1,1,2,28,-1,0,0,-1,0,0,6833.4,10663.8,5137.8,29380.6,30131.2,26410,8010.8,1602.2,30301.8,10052.6,11898.2,9665.2,0,0.065705769,0.751214389,0.311845537,1.031354023,0.333627602,0.450518743,1.206521196
19001,16000,1,3,2,28,-1,-1,-1,-1,-1,-1,329.2,966,931,3080.6,1169.8,409.2,966,931,3532.6,1170.4,450.8,293.4,0,0.020575,1,1,1.146724664,1.000512908,1.101661779,0.303726708
19002,72000,1,1,2,27,-1,-1,-1,-1,-1,0,132,132,131.6,219,989.6,772.2,132.6,132.2,220,990.6,3.8,252.8,0,0.001833333,1.004545455,1.004559271,1.00456621,1.001010509,0.004921005,1.906485671
19003,10000,1,1,2,27,0,0,0,0,0,0,8880.4,8995.4,9309.2,9206.6,9731.2,8334.8,400,600,480,604.6,1000,0,0,0.88804,0.044467172,0.06445237,0.052136511,0.062130056,0.119978884,0
19004,40000,1,2,2,27,0,0,0,0,0,0,21684.4,21287.4,21813.6,22457.2,15412.4,0,780,869,1200,790,0,0,0,0.54211,0.036641394,0.039837533,0.053434979,0.051257429,100,0
19005,10000,1,2,2,24,0,0,2,0,-1,0,3338.2,3082.4,2484,2631.2,5663,5781.6,700,0,265.8,5865.6,209.8,237.2,0,0.33382,0.22709577,0,0.101018547,1.03577609,0.036287533,0.338857143
19006,16000,1,1,2,25,-2,-2,-2,-2,-2,-2,986.4,527.6,588,589.2,1921.2,589.2,527.6,588,589.2,1921.2,589.2,669,0,0.06165,1,1,1,1,1,1.268006065
19007,10000,1,2,2,25,0,0,-1,-1,0,0,8022.8,4540.2,78,5379.6,5382.2,5385.2,200,78,5379.6,200,200,200,0,0.80228,0.044050923,1,1,0.037159526,0.037138825,1
19008,42000,1,5,2,27,1,-2,-1,-1,-2,-2,0,0,156,0,0,0,0,156,0,0,0,0,0,0,100,1,100,100,100,100
19009,16000,1,2,2,22,0,0,0,0,0,0,15281,15408.6,15904.8,15154.6,5825.2,1734.2,556,749,325.6,119.2,34.6,422.8,0,0.9550625,0.036083745,0.047092702,0.021485226,0.020462817,0.019951563,0.760431655
19010,10000,1,1,2,25,0,0,0,0,0,0,9681.6,9512.6,8263.8,5022,4095.6,4051.6,354.8,420,321.8,200,200,200,0,0.96816,0.0372979,0.050824076,0.064078057,0.048832894,0.049363215,0.563697858
19011,20000,1,1,2,26,0,0,0,0,0,2,481,684,857.2,1060.4,1365.8,1314.8,242.8,216,219.2,324.6,0,78.8,0,0.02405,0.35497076,0.251983201,0.206714447,0.237662908,0,0.324546952
19012,16000,1,2,2,26,-1,-1,-1,-1,-1,-1,78,78,78,0,156,0,78,78,0,156,0,0,1,0.004875,1,1,100,1,100,0
19013,26000,1,1,2,26,-1,-1,-1,-1,-1,-1,218.8,254.2,241,359.6,59.8,256,258.6,241,359.6,59.8,256,673.6,0,0.008415385,1.017309205,1,1,1,1,2.60479505
19014,32000,1,1,2,27,1,-1,0,0,0,0,0,2340,2565.8,2160.2,2070.2,673.2,2340,2402.8,1600,1000,0,252.6,1,0,1,0.936472055,0.74067216,0.483045116,0,0.107948718
19015,26000,1,1,2,27,0,0,0,0,0,0,25627.4,21973.6,21633.4,20516.8,18206,16526.8,800,803.8,803.4,620,900,1076,0,0.985669231,0.036407325,0.03715551,0.039158153,0.034054707,0.054457003,1.345
19016,6000,1,1,1,23,-1,-1,3,2,0,0,1326,768.4,726.2,390,234,234,768.4,0,0,0,0,0,0,0.221,1,0,0,0,0,0
19017,4000,1,2,2,22,0,0,0,0,0,0,3916.6,3362,3588.2,3865.4,3831,3884.4,260,281.8,359,124.6,102.4,37,0,0.97915,0.07733492,0.078535199,0.092875252,0.032524145,0.026361858,0.142307692
19018,28000,1,2,2,23,0,0,0,0,0,0,4200.2,3280,4145.8,3116.6,1443.6,1473,800,1000,400,0,29.4,200,0,0.150007143,0.243902439,0.24120797,0.128344991,0,0.019959267,0.25
19019,36000,1,1,2,25,-1,0,0,0,0,0,12559.6,10384.6,10387,9476.6,6575.2,5783,373.4,500.2,254.2,185.2,175.2,600.8,0,0.348877778,0.03595709,0.048156349,0.026823966,0.028166444,0.030295694,1.608998393
19020,52000,1,2,2,26,-1,-1,-2,-2,-2,-2,5.6,-57.6,-120.8,-184,-247.2,-310.4,57.6,247.2,63.2,63.2,63.2,63.2,0,0.000107692,-1,-2.046357616,-0.343478261,-0.25566343,-0.203608247,1.097222222
19021,52000,1,2,2,26,0,0,0,0,0,0,52849.8,52886.8,52769.4,52544.6,44492.8,44567.4,1960,1960,1882.6,1422.8,1506.4,1685.4,0,1.016342308,0.037060287,0.037142738,0.03582861,0.031978208,0.033800491,0.859897959
19022,36000,1,2,1,26,-1,-1,-1,-1,-1,-1,481.2,482,411.4,478.4,296.6,432.2,482,411.4,478.4,296.6,432.2,436.2,0,0.013366667,1,1,1,1,1,0.904979253
19023,4000,1,2,2,25,2,2,2,2,0,0,3499.2,3384.6,4063.8,3908.6,3906.8,3864,0,800,0,78.2,77.2,49.8,0,0.8748,0,0.196860082,0,0.020016382,0.019979296,100
19024,6000,1,2,1,25,0,0,0,0,0,0,5769.6,5586.4,5494.8,5670.2,5277.8,5398.4,400,304.8,280.2,183.4,200,400,0,0.9616,0.071602463,0.055470627,0.049416246,0.034749327,0.037048014,1
19025,50000,1,2,1,25,0,0,0,0,0,0,2671.6,3820.4,4736.2,4173.8,5098,6251.6,1200,1000,800,1000,1200,1000,0,0.053432,0.314103235,0.211139732,0.191671858,0.196155355,0.191950861,0.833333333
19026,18000,1,1,2,24,0,0,0,-2,-2,-2,15572,15277.4,0,0,0,0,658.4,0,0,0,0,0,0,0.865111111,0.043096338,100,100,100,100,0
19027,10000,1,1,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,-400,0,0,0,0,0,400,0,0,100,100,100,100,0,100
19028,42000,1,1,2,27,-1,0,0,0,2,-1,7879.4,7736.6,7842,7797.2,137.8,408,400,397,260,0,408,816.2,0,0.187604762,0.051702298,0.050624841,0.033345303,0,1,2.0405
19029,64000,1,2,2,28,0,-1,0,0,0,0,2133.6,8839.4,7307.6,6920.6,6319.2,6031,8892.4,2400,400,200,200,1019.6,0,0.0333375,1.005995882,0.328425201,0.057798457,0.031649576,0.033161996,0.114659709
19030,40000,1,1,1,32,-2,-2,-2,-2,-2,-2,2840.4,0,101,0,0,0,0,101,0,0,0,990,0,0.07101,100,1,100,100,100,100
19031,16000,1,2,1,27,1,2,2,2,2,-1,794,320.6,748,400,0,419.2,0,438.2,0,0,419.2,0,1,0.049625,0,0.585828877,0,100,1,100
19032,16000,1,1,2,27,0,0,0,0,0,0,15635.6,15527.4,14793.2,14289.4,13398.8,13362.6,687.4,660,610,1000,540,460,0,0.977225,0.044270129,0.044615093,0.042688986,0.074633549,0.040411297,0.669188246
19033,40000,1,1,2,29,0,0,-1,-1,-1,0,2269.4,6095.6,1578.4,392.2,271.4,271.4,5000,1616.4,516,271.4,0,0,0,0.056735,0.820263797,1.024075013,1.315655278,1,0,0
19034,46000,1,2,2,30,-1,2,-1,-1,-1,-1,474.8,433,430.8,393.2,393.2,393.2,0,430.8,393.2,393.2,393.2,35.4,1,0.010321739,0,1,1,1,1,100
19035,4000,1,3,1,26,0,0,0,0,0,0,2709.6,2983.8,3411.4,2690,1588.8,156,321,626,255,31.8,0,0,0,0.6774,0.107580937,0.183502374,0.094795539,0.020015106,0,0
19036,18000,1,2,1,27,0,0,0,0,0,0,18273.4,12896.4,6407.4,2917.8,2047.4,2013.2,424.2,271.4,207.4,48.6,48.8,45.2,0,1.015188889,0.0328929,0.042357274,0.071080951,0.023737423,0.024240016,0.106553512
19037,26000,1,2,1,26,2,2,2,2,0,0,1033.8,1245.6,1213,697.8,697.8,232.6,260,250,0,0,0,0,1,0.039761538,0.208734746,0.206100577,0,0,0,0
19038,6000,1,2,2,29,2,2,0,0,0,0,7265.6,7058.2,7355,7382.8,6661,6737.6,0,441.2,300,400,1200,1200,0,1.210933333,0,0.059986404,0.040634989,0.060051043,0.178104963,100
19039,48000,1,1,2,29,2,0,0,2,0,0,6574,6803,7651.4,7521.4,8184.8,8709.2,400,1000,0,800,600,2000,1,0.136958333,0.058797589,0.130695036,0,0.097742156,0.068892665,5
19040,72000,1,1,2,29,-1,-1,-1,-1,-1,-1,177,2110.6,388.6,528,348.2,824,2110.6,400,540,400,824,823.6,0,0.002458333,1,1.029336078,1.022727273,1.148765078,1,0.39022079
19041,48000,1,3,2,28,2,2,2,0,0,0,48567.4,49397.8,40953.8,12534,2081.6,2169.6,2000,0,561.2,100,112.4,60.6,1,1.011820833,0.040487633,0,0.044774214,0.048039969,0.051806785,0.0303
19042,64000,1,1,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,399.8,399.8,0,0,0,399.8,399.8,399.8,0,0,100,100,100,1,1,100
19043,82000,1,1,2,28,0,0,0,0,-2,-1,42173.2,21864,2309.2,171.6,0,223.4,488.8,611.2,193.6,0,223.4,0,0,0.514307317,0.022356385,0.264680409,1.128205128,100,1,0
19044,48000,1,1,2,26,-2,-2,-2,-2,-2,-2,0,0,68.6,63,1200,0,0,68.6,63,1200,0,37.6,0,0,100,1,1,1,100,100
19045,40000,1,1,2,26,-2,-2,-2,-2,-2,-2,446.4,793.4,269.6,4167.2,264.2,112.2,793.4,269.6,4167.2,264.2,112.2,581,0,0.01116,1,1,1,1,1,0.732291404
19046,16000,1,5,2,25,0,0,0,0,0,0,14546.4,14824,14814.2,8201.6,6430.4,6549.6,640.2,803.2,421.8,230.2,337,268.4,0,0.90915,0.043186724,0.05421825,0.051428989,0.035798706,0.051453524,0.419243986
19047,4000,1,1,2,24,-1,-1,-1,-1,-1,0,937.4,1812,1012.8,2949,1361,1361,3000,1200.8,2955.2,2000,0,1487.2,0,0.23435,1.655629139,1.185624013,1.002102408,1.469507715,0,0.495733333
19048,60000,1,2,2,26,-1,-1,-1,-1,-1,-1,224.2,139.8,626.2,1036,356,0,139.8,630.4,1036,356,0,1240,0,0.003736667,1,1.006707122,1,1,100,8.86981402
19049,68000,1,1,2,26,1,2,2,2,2,0,3442.2,3852.4,4002.4,3945.6,3808.4,2345.6,527.4,270.6,106.2,2.8,47,280,0,0.050620588,0.136901672,0.067609434,0.026916058,0.000735217,0.020037517,0.530906333
19050,70000,1,1,2,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
19051,4000,1,1,2,24,2,0,0,0,0,0,3693.2,3189.2,3265.4,3594,3763.8,3328.4,300,300,400,200,200,200,1,0.9233,0.094067478,0.091872359,0.111296605,0.053137786,0.060088932,0.666666667
19052,18000,1,1,2,24,0,0,0,0,0,0,13908.4,12922,12545,11543.2,8794,7283,473.2,800,600,400,696,3000,0,0.772688889,0.036619718,0.063770426,0.051978654,0.045485558,0.095565014,6.339814032
19053,4000,1,2,1,28,0,0,0,0,0,0,1212.8,1415.2,1633.8,1791.2,1791.2,0,224,242.6,200,0,0,0,0,0.3032,0.158281515,0.148488187,0.11165699,0,100,0
19054,48000,1,1,2,28,0,0,0,0,0,0,40770,40795.8,40942.4,41068.8,30598.4,28025.6,1500,1600,1680,1200,1040,1000,0,0.849375,0.036768491,0.039079292,0.040906966,0.039217737,0.037108929,0.666666667
19055,30000,1,1,2,27,-1,3,2,-1,-1,-1,188.4,123.2,58,65.2,148,3496.2,0,0,72.4,148,3496.2,200,1,0.00628,0,0,1.110429448,1,1,100
19056,30000,1,2,1,24,1,-1,-1,-1,-1,-1,-24.4,3342.2,1600.8,104.2,755.2,33,3384.8,1600.8,104.2,755.2,33,71.2,0,-0.000813333,1.012746095,1,1,1,1,0.021035216
19057,10000,1,1,2,27,0,0,0,0,-2,-2,9038,9055.4,8988.2,0,0,0,1055.4,988.2,0,0,0,0,0,0.9038,0.116549241,0.109944149,100,100,100,0
19058,52000,1,1,2,27,0,0,0,0,0,0,21917.6,22226.4,22402.8,21480.8,9373.2,2390,1000,1000,600,400,86.6,200,0,0.421492308,0.044991542,0.044637277,0.027931921,0.04267486,0.03623431,0.2
19059,6000,1,1,2,24,-1,-1,0,0,0,-1,5123.2,5505.2,2291.6,1500,1400,1038.4,6269.6,265.6,200,1400,1038.4,0,0,0.853866667,1.138850541,0.115901553,0.133333333,1,1,0
19060,18000,1,2,2,23,0,0,0,0,0,0,2397.8,3749.2,3934,2807.8,2843.6,1885.4,1400,265.2,219,75.4,57.6,68.4,0,0.133211111,0.373412995,0.067412303,0.077997008,0.026515684,0.030550546,0.048857143
19061,10000,1,2,1,23,0,0,0,0,0,0,1043,1246.4,1450.2,1665.2,1836.8,2006.2,221.2,225,240,200,200,200,1,0.1043,0.177471117,0.155151014,0.144126832,0.108885017,0.099690958,0.904159132
19062,14000,1,3,1,30,2,2,2,2,2,2,11070.4,11289.6,11510,11601.6,11791.4,12073.4,520,520,400,500,500,480,1,0.790742857,0.046060091,0.045178106,0.034478003,0.042403786,0.041413355,0.923076923
19063,60000,1,1,2,30,0,0,0,0,0,0,10675.4,10996.8,11347.6,11456.4,11715,11930.6,500,528,416,449.2,434.8,600,0,0.177923333,0.045467772,0.046529663,0.036311581,0.038344003,0.036444102,1.2
19064,60000,1,1,2,27,-1,-1,-1,-1,0,0,970,8437.8,16750.8,24185.4,21060.6,16495,8439.6,16750.8,24185.4,0,143.2,5042.6,0,0.016166667,1.000213326,1,1,0,0.008681419,0.597492772
19065,6000,1,2,2,27,0,0,0,0,0,0,902.4,1325.6,1844.4,1273.6,200,614,441,422.2,475.2,0,414,336.6,0,0.1504,0.332679541,0.22890913,0.373115578,0,0.674267101,0.763265306
19066,4000,1,2,2,27,2,2,-2,-2,-1,-1,3462.2,0,0,0,919.8,955.8,0,0,0,919.8,140,0,1,0.86555,100,100,100,1,0.146474158,100
19067,6000,1,1,2,22,-1,-1,-1,-1,-1,-2,169.2,634.6,394.4,36.4,0,0,634.6,394.4,36.6,0,0,88,0,0.0282,1,1,1.005494505,100,100,0.138670028
19068,40000,1,1,2,30,-1,-1,-1,-1,-1,-1,2045,1893.6,6050,1043,18,1138,1893.6,6050,1043,18,1239.6,488,0,0.051125,1,1,1,1,1.089279438,0.257710182
19069,40000,1,1,2,31,-2,-2,-2,-2,-2,-2,2148.4,33,259,0,0,0,33,259,0,0,0,0,0,0.05371,1,1,100,100,100,0
19070,10000,1,2,1,26,0,0,0,0,0,0,8378.2,6769.8,6044,6047,5795.8,4718.6,356.2,403.2,290,262.8,162.8,195.6,0,0.83782,0.05261603,0.066710788,0.047957665,0.04534318,0.034501759,0.549129702
19071,28000,1,2,2,26,0,0,0,-1,-1,-1,4568.8,1635.6,755.2,755.2,755.2,834.6,223.8,200,755.2,755.2,834.6,200,0,0.163171429,0.136830521,0.264830508,1,1,1,0.893655049
19072,10000,1,3,2,22,0,0,0,2,2,0,9295.2,9540.6,10384.4,10312.6,10135.4,9711.2,400,1000,240,0,370.6,0,0,0.92952,0.041926084,0.096298294,0.023272502,0,0.038162122,0
19073,10000,1,1,2,22,0,0,0,0,0,0,7678.6,7248,6335,6369.8,6264.6,6524,400,400,400,300,604.6,0,0,0.76786,0.055187638,0.063141279,0.06279632,0.047888133,0.092673207,0
19074,34000,1,2,2,28,0,-1,0,0,0,0,6172,33588.2,34291.8,34662,48147.6,27144.4,60963,1600,1625.4,962,1000,1080,0,0.181529412,1.815012415,0.046658385,0.046892851,0.019980227,0.036840011,0.017715664
19075,32000,1,1,2,28,0,0,0,0,0,0,8170.8,8369.8,8577.8,8780.8,8955.4,9173.2,335.2,343.2,346.2,320.8,362.4,333.4,0,0.2553375,0.040048747,0.040010259,0.039426931,0.035821962,0.039506388,0.994630072
19076,20000,1,3,2,28,3,2,2,5,5,4,250,250,250,250,250,130,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,100
19077,40000,1,2,2,23,0,0,-2,-2,-2,-2,12330,0,0,0,0,0,0,0,0,0,0,0,1,0.30825,100,100,100,100,100,100
19078,72000,1,1,2,27,0,0,0,0,0,0,59455,61478.8,62906.8,57871,54896.8,49599.6,4000,3000,3871,2000,2000,2000,0,0.825763889,0.065063079,0.047689598,0.066890152,0.036431996,0.040322906,0.5
19079,32000,1,1,2,27,0,0,0,0,0,-1,31892,29738.2,23616.4,22560.4,12235.6,19792,2000,2000,1004.4,1600,19964.4,1000,0,0.996625,0.067253566,0.084686912,0.044520487,0.130765962,1.00871059,0.5
