ID,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
18843,0,0,0,0,0,0,86248.6,83004.4,84399.2,85220.6,25043.6,25330,2200,2520.4,2200,942.2,1200,2200
18844,-1,-1,-1,-1,0,-1,327.4,-39.2,918.8,303.4,303.4,261.2,0,958,303.4,0,261.2,0
18845,-1,2,-1,-1,-1,-1,156,78,78,78,78,156,0,78,78,78,156,0
18846,-1,-1,-1,-1,-1,-1,1411.2,568,282.6,578,943,252.4,568,282.6,578,943,252.4,1096.6
18847,0,0,0,0,0,0,45095.6,45120.6,43297.6,30578.4,30010.2,29257.4,2005.2,2001.2,1400,1000,1040,1100
18848,0,0,0,0,0,0,46940.8,48464.8,48276.8,31209.4,30791,26681.4,2200,2400,1500,1240,920,1000
18849,-1,-1,-1,-1,-1,-1,67.8,548.8,880.4,67.8,67.8,67.8,548.8,880.4,67.8,67.8,67.8,0
18850,0,0,0,0,0,0,77601.8,78707,80778.2,83038.6,29039.6,27677.8,3000,3340.2,4020.2,1400,1150,2000
18851,-2,-2,-2,-2,-2,-2,0,0,0,1400,0,0,0,0,1400,0,0,0
18852,-1,-1,-1,-1,-1,-1,1259.4,1727.2,3407.6,1033.8,2563.6,465.6,1731.4,4748.8,1033.8,2801.6,465.6,3457
18853,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
18854,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,802.4
18855,-2,-2,-2,-2,-2,-2,258.6,98.8,275.8,-0.2,54.4,325.6,99.2,277,0,54.6,327.2,106.2
18856,0,0,0,0,0,0,9288.2,9379.2,9492.6,9162.4,8273.4,8055.6,352.4,375,300,280,300,251.6
18857,0,0,0,0,0,0,41120.2,40791.4,39976.4,40755.2,41180.2,42001.2,1940,1762,1800,1460,1500,1520
18858,1,7,6,5,4,3,6165.2,6076.8,5931.2,5782.8,5634.4,5488.8,0,0,0,0,0,0
18859,0,0,0,0,0,0,3003.8,3948,5076.4,5426.4,6335,7580,1000,1200,1000,1000,1600,400
18860,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
18861,-1,-1,0,0,0,0,299.8,10741,22093,22100.6,22155.2,22216,10741,12000,781.6,800,802,1102
18862,0,0,0,0,0,0,20124.6,20318.6,20377.2,20288.2,20165.8,20382.6,940,800,806.4,682,800,733
18863,-1,-1,-1,-1,-1,-1,4190.4,2518,695.8,687,1774,404,2518,695.8,689.2,1774,404,5408.6
18864,-2,-2,-2,-2,-2,-2,1203.2,864.4,1113.6,1914.2,1274,1934.8,869.6,1119.2,1926.4,1280.4,1944.4,4817.2
18865,0,0,0,0,0,0,5975,6067.2,5327,4073.4,3128,2453.8,901.2,400,413.2,122.2,100,74
18866,1,2,2,2,2,2,4058.6,4331.4,4602.4,4667.6,4731.6,4627.8,400,400,200,200,0,300
18867,1,2,2,2,2,2,5930.8,5714,6217,5989,6074.6,5895.2,0,660,0,431.6,0,220
18868,0,0,0,0,0,0,5223.4,5405.6,5502,5563.4,5626,5428.2,347.4,321.8,261.2,291,171.4,217.4
18869,1,-1,-1,-1,0,-1,0,62.4,184,7537.2,7304.6,114.8,62.4,184,7537.2,0,114.8,69.6
18870,-2,-1,0,0,0,0,0,542.4,18499.2,19011.4,19394.8,19795.4,542.4,18000,669.2,543.4,559.2,565.2
18871,2,2,2,2,2,2,8271,8079,8646.2,8447.2,8984.8,8814.4,0,760,0,680,0,763.2
18872,0,0,0,0,0,0,1932.6,2139.2,2371,2684.8,2803.6,2898.6,240,267.4,381.2,300,95,0
18873,0,0,0,0,0,0,11261.8,11673.8,11847.4,11970.2,6400.4,6477.6,600,480,362.4,640,400,800
18874,-1,-1,-1,0,-1,-1,100,668.8,451,636.6,464.8,331.4,668.8,451,200,464.8,331.4,283.2
18875,0,0,0,0,0,0,10158.2,9949.6,9947,7368,6023.8,6489.2,366.4,500,400,600,600,240
18876,1,2,0,0,0,0,4651.6,4518.2,4784,5043.4,5120,5207.2,0,400,400,220,200,600
18877,0,0,2,0,0,0,5443.8,5797.4,5569.8,5490.2,4871.6,4238.4,720,0,280,97.4,84.8,0
18878,0,0,4,3,2,2,8805.4,10413.4,10195.4,9967.8,10109.2,9925.6,1760,0,0,360,0,760
18879,0,0,0,0,0,0,1600,1376.2,1625.4,1752.6,1791.2,844.8,223.6,272.8,200,38.6,17.8,10.8
18880,1,-1,-1,-1,-1,-1,0,477.6,32.8,273.8,166,26.4,477.6,32.8,273.8,166,26.4,85.6
18881,0,0,0,0,0,0,5728,5826.6,6004.4,6013.6,5765.8,4987,280,363.8,265.6,141.8,220.2,220.4
18882,1,1,2,2,2,2,8906.2,10172.6,9911,6928.8,5773.4,5796.6,1435.6,0,331.2,188.8,193.4,222.4
18883,2,2,2,2,0,0,10116.6,10194.8,10337.6,10004.8,5876.2,5791.4,460,600,0,160,161.6,240
18884,1,4,3,2,0,0,4013,4208.8,4086.6,3959.8,3852.4,3824.8,320,0,0,180,140,140
18885,0,0,0,0,0,-1,6557.8,1401.2,1776,3017.6,-114.8,5505.8,300,400,1340,1000,5620.6,206.4
18886,1,3,2,0,0,0,1436.2,1381.6,1037.4,928.6,677,367.8,0,0,204.4,47.4,20,10
18887,0,0,-1,-1,0,0,1565.6,1701.4,102.2,1539.2,1739.2,1532,201.8,102.2,1539.2,200,0,0
18888,0,0,0,0,0,0,13201.4,11470.8,11640.8,11634.2,9427,8917,411.4,433.6,400,401.4,400,400
18889,0,0,0,0,0,0,3475.4,3687.8,3823.4,2396.6,2325.2,394,272,257.2,200,197.4,7.8,0
18890,2,2,2,2,2,0,5248.6,5104.6,5721.8,5789,5636.2,5865.8,0,700,220,0,320,500
18891,0,0,0,0,0,0,5899.2,6100.8,6157,5881,5318.8,5346.4,300.6,298.6,278.6,182.4,188,200
18892,0,0,0,0,0,0,20038.4,18678.8,8600.8,10039.2,15843.4,15754.2,600,600,1600,6000,600,800
18893,0,0,0,0,0,0,4551.2,5469.6,5657,2945.8,2587,2666.6,1000,400,400,100,100,0
18894,2,2,2,2,2,2,8921.8,8915.8,9314.6,9502,9685,9900.4,200,600,400,400,400,0
18895,4,3,2,2,3,2,7539,7029.2,6927.4,6825.4,6328.2,6268.8,0,400,400,0,400,0
18896,2,0,0,0,0,0,5443.2,5684,5585.8,5784,5599.4,5675.6,600.6,296.4,340.6,200.2,300,369
18897,1,-1,2,0,0,0,3334.8,3832.4,3706.8,3660.8,3694.6,0,4472.4,0,1640,73.8,0,0
18898,2,2,2,2,2,2,2475.2,2695,2594.6,3028.8,2920.6,3153.4,320,0,540,0,280,0
18899,0,0,0,0,0,0,7957.4,5714,1509,1712,1746,1758.2,320,260,260,92,70,96
18900,1,-1,-1,-2,-2,-1,-1,113,-5,-5,979.4,1337,114,5,0,984.4,1357.6,0
18901,2,0,0,0,0,0,1513.6,1716,1788.8,1797,1860.2,1873,260,260,260,120.4,70,100
18902,0,0,0,0,0,0,4011.8,4212.2,4418.4,4620.8,4684,4809,328.2,334.4,336.8,200,200,200
18903,0,-1,-1,-1,-1,-1,623.6,482.2,252,235.8,-20.2,178,482.8,252,236.2,20.2,198.2,115.8
18904,0,0,0,0,0,0,23407,23124.8,23440.8,23367,15585.2,15398.6,1200,1200,800,800,600,700
18905,0,0,0,0,0,0,4068,4280,4485.6,4749.4,4830.8,5161.6,280,274.8,338.6,220,440,0
18906,0,0,0,0,0,2,2256.8,2458.8,2664,2806.2,3118.6,3040.2,300.6,305.8,248,360.4,0,141.4
18907,0,0,0,0,0,0,10396,7333.6,7858.2,8695.2,9223,8425.8,1334,1000,1000.4,800.6,600,600.4
18908,0,0,0,0,0,0,3569.8,3071.2,3429.2,3263.8,3137.4,3389.6,400,416,400,120,300,200
18909,0,0,0,0,0,0,2249,2510.8,2665,2837,2665.8,2047.4,300,253,225,265.8,100,604
18910,-1,-1,2,-1,0,0,286.8,985,78,3147.2,3105,0,1204.2,0,3147.2,200,0,0
18911,0,0,0,0,0,0,9942.2,10164,8396.2,577.6,528,428,403.8,512.8,200,0,100,1371.8
18912,0,0,0,0,0,0,2908.8,3119.4,3328.2,3531.8,3613.2,3755,260,260,260,140,200,200
18913,0,0,0,0,0,0,2266.6,2388.8,1566.4,1440.8,1344.8,1593,846.8,1200,600,602,1000,600
18914,0,0,0,0,0,0,10631.8,10093,10148.8,8246.4,2891.8,3445,400,419.4,444.8,200,600,126.6
18915,1,2,0,0,0,0,13108.4,5662.2,4795.6,3570.6,6905.4,5655.4,0,429,2000,4400,600,1018.6
18916,1,2,0,0,2,2,1355.8,1304.8,1511.8,1912.8,1852.8,1972.4,0,260,460,0,180,100
18917,0,0,0,0,0,0,22893.2,21382.2,21394.2,11486.8,11718.6,12100.8,920,900,560.4,410,560,460
18918,-1,2,2,2,2,2,2862,2757.6,3269,3306.2,3293.4,3212.2,0,620,150,100,0,300
18919,0,0,0,0,0,0,10428.6,10637.2,11185.8,38888.2,29238,28310,382,720,28200,1020,1040,1020
18920,1,2,0,0,0,0,22677,21984.8,22361,21641.4,15161.6,15698,780,1200,876,600,1000,2000
18921,0,0,0,0,0,0,10634.6,3965,4168,4204.6,4155.2,4211,264.8,267.8,327.6,178,152.6,153.8
18922,0,0,0,0,0,0,5434,5489.6,5447.6,5402.4,5352.4,5180,500,400,400,383.2,200,220
18923,0,0,0,0,0,0,3212.6,2985.6,2802.4,2393,2373.4,2570,313,401.2,402.2,1400,400,800
18924,-1,-1,-1,-2,-1,0,398.6,472,0,0,827,162.8,472,0,0,827,0,458.8
18925,-1,-1,-1,-1,0,-1,314.4,314.4,314.4,1312.2,1018.2,70.6,314.4,314.4,1312.2,20.4,70.6,5400
18926,0,0,2,2,2,0,7368.2,7929,8142.6,8230.6,8007.2,8155.6,780,400,315,0,340,740
18927,-1,-1,-1,2,2,-2,556.8,0,118.8,118.8,0,0,0,118.8,0,0,0,0
18928,-2,-2,-1,-1,-2,-2,675.4,675.4,695.2,675.4,675.4,1012.4,675.4,695.2,675.4,675.4,1012.4,677.4
18929,0,0,0,0,0,2,26267,25752,23662,24143.8,25294,24868.4,1172.8,1151.2,1173.6,1855,0,942.4
18930,0,0,0,0,0,0,10174,9966.2,9432.4,9539.2,7295.2,6530.8,397,463.2,370,300,240,1039.2
18931,0,0,0,0,0,0,12507.2,12295.6,11152,3005.8,2761.8,2719.4,600,400,1000,600,200,8800
18932,0,0,2,0,0,0,9026.8,10436,9974.8,10400,10718,10921.2,1800,0,1000,800,600,700
18933,2,2,2,0,0,0,7732.2,8539.8,8347.8,8746,9137.4,9359.2,1000,0,600,600,400,818.6
18934,-1,-1,0,0,0,0,128,5802.6,5546.2,5635.4,4144.4,0,6002.6,400,246.4,200,0,0
18935,0,0,0,0,0,0,7559.4,7102,5292.6,4700.6,4783.6,4787.4,610,308.6,243,743.4,2802.8,2408.4
18936,1,2,0,0,0,0,11973.2,11622.8,5025.4,4222.2,3178.4,3352.4,0,752.2,320,176.2,180,170.4
18937,3,2,2,5,5,4,250,250,250,250,250,130,0,0,0,0,0,0
18938,0,0,0,0,0,0,7174.2,7374.6,7585.4,7798.6,7925.6,8427.2,380,390,400,316,662,0
18939,0,0,0,0,0,0,11489,11405,9296.8,7246.4,6429.8,4800.8,400,360,280,200,200,200
18940,2,2,0,0,0,0,4781,4648.8,4715.6,5174.2,5228.6,5344.8,0,400,600,200,200,700
18941,0,0,0,0,0,0,10190.4,10167.2,10011,10128.2,8134.4,7992,540,400,540,340,320,360
18942,2,0,0,0,0,0,5073.2,5310.8,5487,5654,5726.4,6038.6,400,400,400,300,480,220
18943,0,0,0,2,0,0,4448.2,4543.8,5117,4810.6,3430.8,3863.2,400,800,0,400,600,0
18944,2,0,0,0,0,0,6569.4,5941,3089,3356.4,3392,3441.6,388.2,252.6,320,150.8,134.2,166.2
18945,2,2,2,2,2,2,8300,7987.6,8337.6,9125,9181.4,8932.4,0,540,992,340,0,600
18946,1,3,2,0,0,0,7954.4,7767.2,7330.8,6549.4,6618.2,6658.2,0,3,366.2,235,267.6,243.2
18947,1,-1,2,0,0,0,-13.8,1544.2,615.8,1419,1447.4,1289.2,1558,0,819,49,46.8,53.2
18948,0,0,0,0,0,0,2658.2,2873.2,3086,3273.4,3358.8,3464.6,320,320,300,140,160,200
18949,0,0,0,0,0,0,33463.4,33319.2,33198,32257,31349.8,30372.6,2000,2000,1200,1200,1100,1100
18950,0,0,0,0,0,0,19768.6,18564,15646.4,13885.2,14197.4,15167,640,700,600,700,1400,600
18951,0,0,0,0,0,0,6104.6,6110.8,6118.6,6123.8,5829.2,5964.6,400,400,340,240,260,260
18952,0,0,0,0,0,0,10421.8,8601.4,6696.2,5712.6,4813,560.4,313,638.8,240,1241.2,0,62
18953,0,0,0,0,0,0,15488,15683.6,15603,15914.2,16024.2,15460.8,700,600,700,600,600,600
18954,0,0,0,0,0,0,16023,15485.4,15531.4,14021,7950.2,2953,15000.8,619.2,377.4,216.2,408.8,0
18955,0,-1,-1,-1,0,0,1488.8,65.2,65.2,3098.6,1642,1626.6,65.2,65.2,3098.6,56.8,74.2,130.4
18956,0,0,0,0,0,0,5889.8,6061.6,5237.2,5539.6,5797.4,5913.6,280.4,400,400,400,500,400
18957,0,0,0,0,0,0,5753.4,5513.4,5727.6,5763.6,5887.8,3537,349.8,364,200,124.2,70.8,0
18958,0,0,0,0,0,0,2677,2298.6,2047.2,1579.2,1242.2,4663,240,360,200,242.2,4000,750.8
18959,-1,0,0,0,0,0,8395.4,7779,7939.6,7666,7920.4,7984.4,330,900,800,800,600,600
18960,0,0,0,0,0,-1,3119.8,2336.8,564.2,587,379,215.6,211.8,213.8,200,7.6,215.6,215.6
18961,1,2,0,0,2,0,20072.8,19572.6,20107,20876.4,20107,20324.2,0,1299.4,1600.2,0,800,760.2
18962,-1,-1,0,0,-1,-1,48.4,636,980,1041.4,1062.6,1268,636,349.4,200,1823.8,205.4,0.8
18963,2,0,0,0,0,0,12081.2,11498.2,11827.4,11869,5879.8,5867.8,411,514,324,204,210,216
18964,0,0,0,0,0,0,9083.4,9001.8,8927.8,10439.6,8636.2,6294.6,400,400,2010.4,400,227.2,400
18965,2,2,2,2,2,2,23685,24194,24628.2,24924.4,25173,25695.8,1200,1120,1000,960,960,940
18966,0,0,-1,-1,-1,-2,8043.2,2080,2187,463.6,-142.2,-141.6,280,2187,464.8,141.4,0.6,9181.2
18967,0,0,0,0,0,0,7320.8,7155.4,5967.2,6163.6,6262.8,6170.4,353,362.4,358.8,258,253.6,254.6
18968,0,0,0,0,0,0,17238.4,13496.6,11622.4,4789.8,1854,899.2,3037.2,2037.6,214.8,41.8,22.4,559.4
18969,0,0,0,0,0,0,16292.6,16619.6,12769.6,12938.4,13222.8,13479.2,800,600,500,500,500,520
18970,0,0,0,0,0,0,15552,15849.6,24139.4,12197.8,8204.6,8532.6,620,940,960,240,652,400
18971,0,0,0,0,0,0,14494.6,14437.8,14373.4,12906.8,6736.6,6571.4,700,685.4,620,240,340,261.4
18972,0,0,0,0,0,0,10168,9918.4,8882.4,9080.4,7140.8,7304.8,420,369.4,367.4,227.8,250.8,277.4
18973,0,0,0,0,0,0,14476.6,14724,10745.6,6397.8,4011.6,39.2,700,470.8,405.4,160,39.2,36.8
18974,0,0,0,0,0,0,9740,9508.8,9522.4,9742.6,9859,9983.2,480.2,488,479.2,273.6,280.2,361.4
18975,0,0,0,0,0,0,4921.4,4886,4776.2,4846.8,4970.6,1562.8,340,320,257.4,259.2,100,310
18976,0,0,0,0,0,0,1832.4,1963.6,1432.2,1675.4,1757.8,1762.6,300,400,300,200,100,100
18977,0,0,0,0,0,0,17757.2,17278.2,16974.2,16362.6,9018.8,7624.2,640,800,600,300,300,260
18978,0,0,0,0,0,0,15805.8,15201.8,14981.6,8329.2,5859.4,6011.4,800,640,446,260,282,200
18979,0,0,0,0,0,0,18195.2,18688.6,18838.4,19107,19589,18682.4,800,700.6,800,800.6,700,680
18980,1,3,2,0,0,0,2943.4,2838,2580,2201.2,1116.8,1053.6,0,0,409.2,0,0,0
18981,0,0,0,0,0,0,6998.4,7221.2,7444,7650.6,7873.8,7318.4,400,400,400,400,280,280
18982,-1,0,0,0,0,0,8908.8,7486.4,7731.6,7091.6,6028.6,8443,400,433,457,100,5700,400
18983,0,0,0,0,2,0,3090.2,3357.8,3640.6,3920.4,3224.2,3064.2,320,400,800,0,300,400
18984,3,2,0,0,0,0,13376.2,13023,10202,10068.4,7205,7355.6,0,418.4,292,233.4,241.8,329
18985,0,0,0,2,0,0,20708.2,20038,19904.4,17934.8,2174.8,0,1000,1700,0,43.4,0,2122
18986,0,-1,-1,-1,-2,-2,1065.6,42.4,8213.8,-73.4,-73.4,-73.4,42.4,8400,0,0,0,0
18987,0,0,0,0,0,0,6836.6,4486.2,2479.8,839.8,611.8,134.8,340,300,200,136.4,0,0
18988,2,2,2,2,2,2,6691.4,6900.8,7089.4,7212.2,7314.2,7170,380,360,300,280,0,600
18989,-2,-2,-2,-2,-2,-2,0,58.4,1470.4,680.2,208.4,800,58.4,1470.4,680.2,208.4,800,1000
18990,0,0,0,0,0,0,31553.6,21786.4,22081,18045.2,17757.8,18437.6,1200,1000,2000,1000,1000,1000
18991,0,0,0,0,0,-2,4782.2,5036.2,5302.6,1405.6,-214.6,-214.6,333.6,400,300,0,0,4400
18992,0,0,0,0,0,0,16160.8,16278,16340,15816,11974.6,12104,600,611.6,1802.6,440,440,500
18993,0,0,0,0,0,0,5127.8,3242.6,3615,3980.4,1066.2,1856.2,400,400,400,200,790,0
18994,0,0,0,0,0,0,21232.8,21026.6,20121.2,18604.4,12349.2,9563.8,766.8,904.6,630.8,405,341.8,402.2
18995,0,0,0,0,0,0,37028.6,37735.6,38300,37567,27814,28034.2,1400,1502.4,1500,1020,1020,1100
18996,1,2,0,0,0,2,11596.4,11001,10948.4,10880.2,8584.6,8073,0,440,334.2,600,0,920
18997,-1,-1,-1,-1,-1,-1,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2
18998,0,0,2,2,2,2,4731.4,5313.6,5491.2,5583,5437,5761.2,660,320,240,0,440,0
18999,0,0,0,0,0,0,1740.8,1939.6,2204.4,2406.4,2426.8,2487.8,260,297.6,299.6,120,100,150
19000,-1,0,0,-1,0,0,6833.4,10663.8,5137.8,29380.6,30131.2,26410,8010.8,1602.2,30301.8,10052.6,11898.2,9665.2
19001,-1,-1,-1,-1,-1,-1,329.2,966,931,3080.6,1169.8,409.2,966,931,3532.6,1170.4,450.8,293.4
19002,-1,-1,-1,-1,-1,0,132,132,131.6,219,989.6,772.2,132.6,132.2,220,990.6,3.8,252.8
19003,0,0,0,0,0,0,8880.4,8995.4,9309.2,9206.6,9731.2,8334.8,400,600,480,604.6,1000,0
19004,0,0,0,0,0,0,21684.4,21287.4,21813.6,22457.2,15412.4,0,780,869,1200,790,0,0
19005,0,0,2,0,-1,0,3338.2,3082.4,2484,2631.2,5663,5781.6,700,0,265.8,5865.6,209.8,237.2
19006,-2,-2,-2,-2,-2,-2,986.4,527.6,588,589.2,1921.2,589.2,527.6,588,589.2,1921.2,589.2,669
19007,0,0,-1,-1,0,0,8022.8,4540.2,78,5379.6,5382.2,5385.2,200,78,5379.6,200,200,200
19008,1,-2,-1,-1,-2,-2,0,0,156,0,0,0,0,156,0,0,0,0
19009,0,0,0,0,0,0,15281,15408.6,15904.8,15154.6,5825.2,1734.2,556,749,325.6,119.2,34.6,422.8
19010,0,0,0,0,0,0,9681.6,9512.6,8263.8,5022,4095.6,4051.6,354.8,420,321.8,200,200,200
19011,0,0,0,0,0,2,481,684,857.2,1060.4,1365.8,1314.8,242.8,216,219.2,324.6,0,78.8
19012,-1,-1,-1,-1,-1,-1,78,78,78,0,156,0,78,78,0,156,0,0
19013,-1,-1,-1,-1,-1,-1,218.8,254.2,241,359.6,59.8,256,258.6,241,359.6,59.8,256,673.6
19014,1,-1,0,0,0,0,0,2340,2565.8,2160.2,2070.2,673.2,2340,2402.8,1600,1000,0,252.6
19015,0,0,0,0,0,0,25627.4,21973.6,21633.4,20516.8,18206,16526.8,800,803.8,803.4,620,900,1076
19016,-1,-1,3,2,0,0,1326,768.4,726.2,390,234,234,768.4,0,0,0,0,0
19017,0,0,0,0,0,0,3916.6,3362,3588.2,3865.4,3831,3884.4,260,281.8,359,124.6,102.4,37
19018,0,0,0,0,0,0,4200.2,3280,4145.8,3116.6,1443.6,1473,800,1000,400,0,29.4,200
19019,-1,0,0,0,0,0,12559.6,10384.6,10387,9476.6,6575.2,5783,373.4,500.2,254.2,185.2,175.2,600.8
19020,-1,-1,-2,-2,-2,-2,5.6,-57.6,-120.8,-184,-247.2,-310.4,57.6,247.2,63.2,63.2,63.2,63.2
19021,0,0,0,0,0,0,52849.8,52886.8,52769.4,52544.6,44492.8,44567.4,1960,1960,1882.6,1422.8,1506.4,1685.4
19022,-1,-1,-1,-1,-1,-1,481.2,482,411.4,478.4,296.6,432.2,482,411.4,478.4,296.6,432.2,436.2
19023,2,2,2,2,0,0,3499.2,3384.6,4063.8,3908.6,3906.8,3864,0,800,0,78.2,77.2,49.8
19024,0,0,0,0,0,0,5769.6,5586.4,5494.8,5670.2,5277.8,5398.4,400,304.8,280.2,183.4,200,400
19025,0,0,0,0,0,0,2671.6,3820.4,4736.2,4173.8,5098,6251.6,1200,1000,800,1000,1200,1000
19026,0,0,0,-2,-2,-2,15572,15277.4,0,0,0,0,658.4,0,0,0,0,0
19027,-2,-2,-2,-2,-2,-2,0,0,0,0,0,-400,0,0,0,0,0,400
19028,-1,0,0,0,2,-1,7879.4,7736.6,7842,7797.2,137.8,408,400,397,260,0,408,816.2
19029,0,-1,0,0,0,0,2133.6,8839.4,7307.6,6920.6,6319.2,6031,8892.4,2400,400,200,200,1019.6
19030,-2,-2,-2,-2,-2,-2,2840.4,0,101,0,0,0,0,101,0,0,0,990
19031,1,2,2,2,2,-1,794,320.6,748,400,0,419.2,0,438.2,0,0,419.2,0
19032,0,0,0,0,0,0,15635.6,15527.4,14793.2,14289.4,13398.8,13362.6,687.4,660,610,1000,540,460
19033,0,0,-1,-1,-1,0,2269.4,6095.6,1578.4,392.2,271.4,271.4,5000,1616.4,516,271.4,0,0
19034,-1,2,-1,-1,-1,-1,474.8,433,430.8,393.2,393.2,393.2,0,430.8,393.2,393.2,393.2,35.4
19035,0,0,0,0,0,0,2709.6,2983.8,3411.4,2690,1588.8,156,321,626,255,31.8,0,0
19036,0,0,0,0,0,0,18273.4,12896.4,6407.4,2917.8,2047.4,2013.2,424.2,271.4,207.4,48.6,48.8,45.2
19037,2,2,2,2,0,0,1033.8,1245.6,1213,697.8,697.8,232.6,260,250,0,0,0,0
19038,2,2,0,0,0,0,7265.6,7058.2,7355,7382.8,6661,6737.6,0,441.2,300,400,1200,1200
19039,2,0,0,2,0,0,6574,6803,7651.4,7521.4,8184.8,8709.2,400,1000,0,800,600,2000
19040,-1,-1,-1,-1,-1,-1,177,2110.6,388.6,528,348.2,824,2110.6,400,540,400,824,823.6
19041,2,2,2,0,0,0,48567.4,49397.8,40953.8,12534,2081.6,2169.6,2000,0,561.2,100,112.4,60.6
19042,-2,-2,-2,-2,-2,-2,0,0,0,0,399.8,399.8,0,0,0,399.8,399.8,399.8
19043,0,0,0,0,-2,-1,42173.2,21864,2309.2,171.6,0,223.4,488.8,611.2,193.6,0,223.4,0
19044,-2,-2,-2,-2,-2,-2,0,0,68.6,63,1200,0,0,68.6,63,1200,0,37.6
19045,-2,-2,-2,-2,-2,-2,446.4,793.4,269.6,4167.2,264.2,112.2,793.4,269.6,4167.2,264.2,112.2,581
19046,0,0,0,0,0,0,14546.4,14824,14814.2,8201.6,6430.4,6549.6,640.2,803.2,421.8,230.2,337,268.4
19047,-1,-1,-1,-1,-1,0,937.4,1812,1012.8,2949,1361,1361,3000,1200.8,2955.2,2000,0,1487.2
19048,-1,-1,-1,-1,-1,-1,224.2,139.8,626.2,1036,356,0,139.8,630.4,1036,356,0,1240
19049,1,2,2,2,2,0,3442.2,3852.4,4002.4,3945.6,3808.4,2345.6,527.4,270.6,106.2,2.8,47,280
19050,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
19051,2,0,0,0,0,0,3693.2,3189.2,3265.4,3594,3763.8,3328.4,300,300,400,200,200,200
19052,0,0,0,0,0,0,13908.4,12922,12545,11543.2,8794,7283,473.2,800,600,400,696,3000
19053,0,0,0,0,0,0,1212.8,1415.2,1633.8,1791.2,1791.2,0,224,242.6,200,0,0,0
19054,0,0,0,0,0,0,40770,40795.8,40942.4,41068.8,30598.4,28025.6,1500,1600,1680,1200,1040,1000
19055,-1,3,2,-1,-1,-1,188.4,123.2,58,65.2,148,3496.2,0,0,72.4,148,3496.2,200
19056,1,-1,-1,-1,-1,-1,-24.4,3342.2,1600.8,104.2,755.2,33,3384.8,1600.8,104.2,755.2,33,71.2
19057,0,0,0,0,-2,-2,9038,9055.4,8988.2,0,0,0,1055.4,988.2,0,0,0,0
19058,0,0,0,0,0,0,21917.6,22226.4,22402.8,21480.8,9373.2,2390,1000,1000,600,400,86.6,200
19059,-1,-1,0,0,0,-1,5123.2,5505.2,2291.6,1500,1400,1038.4,6269.6,265.6,200,1400,1038.4,0
19060,0,0,0,0,0,0,2397.8,3749.2,3934,2807.8,2843.6,1885.4,1400,265.2,219,75.4,57.6,68.4
19061,0,0,0,0,0,0,1043,1246.4,1450.2,1665.2,1836.8,2006.2,221.2,225,240,200,200,200
19062,2,2,2,2,2,2,11070.4,11289.6,11510,11601.6,11791.4,12073.4,520,520,400,500,500,480
19063,0,0,0,0,0,0,10675.4,10996.8,11347.6,11456.4,11715,11930.6,500,528,416,449.2,434.8,600
19064,-1,-1,-1,-1,0,0,970,8437.8,16750.8,24185.4,21060.6,16495,8439.6,16750.8,24185.4,0,143.2,5042.6
19065,0,0,0,0,0,0,902.4,1325.6,1844.4,1273.6,200,614,441,422.2,475.2,0,414,336.6
19066,2,2,-2,-2,-1,-1,3462.2,0,0,0,919.8,955.8,0,0,0,919.8,140,0
19067,-1,-1,-1,-1,-1,-2,169.2,634.6,394.4,36.4,0,0,634.6,394.4,36.6,0,0,88
19068,-1,-1,-1,-1,-1,-1,2045,1893.6,6050,1043,18,1138,1893.6,6050,1043,18,1239.6,488
19069,-2,-2,-2,-2,-2,-2,2148.4,33,259,0,0,0,33,259,0,0,0,0
19070,0,0,0,0,0,0,8378.2,6769.8,6044,6047,5795.8,4718.6,356.2,403.2,290,262.8,162.8,195.6
19071,0,0,0,-1,-1,-1,4568.8,1635.6,755.2,755.2,755.2,834.6,223.8,200,755.2,755.2,834.6,200
19072,0,0,0,2,2,0,9295.2,9540.6,10384.4,10312.6,10135.4,9711.2,400,1000,240,0,370.6,0
19073,0,0,0,0,0,0,7678.6,7248,6335,6369.8,6264.6,6524,400,400,400,300,604.6,0
19074,0,-1,0,0,0,0,6172,33588.2,34291.8,34662,48147.6,27144.4,60963,1600,1625.4,962,1000,1080
19075,0,0,0,0,0,0,8170.8,8369.8,8577.8,8780.8,8955.4,9173.2,335.2,343.2,346.2,320.8,362.4,333.4
19076,3,2,2,5,5,4,250,250,250,250,250,130,0,0,0,0,0,0
19077,0,0,-2,-2,-2,-2,12330,0,0,0,0,0,0,0,0,0,0,0
19078,0,0,0,0,0,0,59455,61478.8,62906.8,57871,54896.8,49599.6,4000,3000,3871,2000,2000,2000
