ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE
18196,46000,0,2,2,30
18197,40000,0,2,1,30
18198,80000,0,2,2,29
18199,6000,0,2,2,25
18200,74000,0,1,2,31
18201,16000,0,2,2,26
18202,86000,0,3,2,26
18203,4000,0,2,2,24
18204,12000,0,2,2,24
18205,72000,0,1,2,28
18206,56000,0,1,2,31
18207,84000,0,1,1,32
18208,64000,0,1,2,31
18209,18000,0,2,1,31
18210,14000,0,2,2,30
18211,10000,0,2,2,26
18212,40000,0,3,1,30
18213,30000,0,1,2,33
18214,70000,0,2,1,33
18215,6000,0,2,1,32
18216,40000,0,1,2,32
18217,30000,0,2,2,29
18218,38000,0,1,2,30
18219,72000,0,1,2,31
18220,56000,0,1,2,30
18221,6000,0,2,2,47
18222,44000,0,5,2,37
18223,16000,0,3,1,41
18224,6000,0,2,1,40
18225,40000,0,2,2,29
18226,40000,0,2,2,30
18227,22000,0,1,2,29
18228,4000,0,2,1,34
18229,24000,0,3,1,46
18230,56000,0,2,1,37
18231,60000,0,2,2,42
18232,84000,0,1,1,43
18233,16000,0,1,1,41
18234,52000,0,5,1,37
18235,52000,0,2,1,32
18236,22000,0,2,2,32
18237,4000,0,3,1,32
18238,34000,0,1,1,35
18239,14000,0,3,1,35
18240,2000,0,2,1,38
18241,156000,0,1,1,48
18242,84000,0,1,2,35
18243,10000,0,3,2,46
18244,10000,0,3,1,49
18245,12000,0,2,2,33
18246,34000,0,2,1,35
18247,66000,0,2,1,48
18248,6000,0,1,1,37
18249,58000,0,2,1,49
18250,10000,0,2,1,49
18251,4000,0,3,2,45
18252,10000,0,2,3,37
18253,14000,0,3,2,39
18254,62000,0,1,1,33
18255,72000,0,3,2,34
18256,28000,0,1,1,38
18257,40000,0,2,1,38
18258,58000,0,2,1,36
18259,60000,0,2,1,36
18260,40000,0,2,1,45
18261,48000,0,2,2,39
18262,90000,0,2,2,32
18263,4000,0,2,2,32
18264,38000,0,2,1,33
18265,78000,0,1,1,41
18266,18000,0,1,2,36
18267,42000,0,1,2,33
18268,100000,0,2,1,41
18269,64000,0,1,1,40
18270,18000,0,2,2,38
18271,20000,0,2,2,34
18272,72000,0,2,1,37
18273,16000,0,1,1,41
18274,60000,0,1,2,34
18275,26000,0,3,1,43
18276,64000,0,2,1,39
18277,66000,0,3,1,37
18278,14000,1,1,2,38
18279,42000,0,3,2,32
18280,10000,0,2,1,47
18281,10000,0,1,1,39
18282,62000,0,2,1,38
18283,46000,0,5,2,40
18284,34000,0,2,1,39
18285,66000,0,1,1,49
18286,34000,0,1,1,34
18287,32000,0,1,2,33
18288,12000,0,2,2,33
18289,100000,0,3,1,49
18290,46000,0,1,1,44
18291,64000,0,1,1,40
18292,98000,0,1,1,39
18293,42000,0,5,1,43
18294,32000,0,3,1,33
18295,16000,0,6,1,41
18296,44000,0,1,1,49
18297,40000,0,1,1,49
18298,60000,0,3,1,31
18299,4000,0,3,1,36
18300,40000,0,3,2,33
18301,28000,0,2,1,38
18302,30000,0,1,2,36
18303,32000,0,2,2,32
18304,40000,0,1,1,34
18305,4000,0,3,2,49
18306,52000,0,2,2,32
18307,124000,0,2,1,42
18308,10000,0,1,1,37
18309,38000,0,2,2,32
18310,6000,0,2,1,38
18311,32000,0,3,1,38
18312,4000,0,2,2,44
18313,30000,0,3,2,42
18314,80000,0,1,1,38
18315,52000,0,1,1,34
18316,100000,0,2,1,38
18317,48000,0,2,1,34
18318,2000,0,2,1,36
18319,10000,0,1,1,47
18320,30000,0,2,1,41
18321,26000,0,3,2,30
18322,24000,0,2,2,37
18323,10000,0,3,2,39
18324,14000,0,2,2,39
18325,76000,0,1,2,40
18326,56000,0,1,2,47
18327,6000,0,2,1,35
18328,52000,0,1,2,37
18329,42000,0,2,2,35
18330,96000,0,1,1,41
18331,16000,0,1,1,42
18332,20000,0,2,2,43
18333,60000,0,1,0,37
18334,30000,0,1,2,48
18335,28000,0,1,3,41
18336,100000,0,3,1,47
18337,64000,0,2,2,36
18338,38000,0,1,1,44
18339,10000,0,2,2,38
18340,58000,0,1,2,31
18341,22000,0,5,1,36
18342,4000,0,3,2,32
18343,18000,0,3,1,35
18344,24000,0,2,2,36
18345,54000,0,2,2,31
18346,38000,0,2,2,41
18347,40000,0,3,2,33
18348,62000,0,1,2,33
18349,36000,0,3,1,30
18350,16000,0,2,2,32
18351,40000,0,1,1,44
18352,20000,0,1,2,36
18353,30000,0,2,2,35
18354,26000,0,2,1,44
18355,84000,0,2,1,35
18356,68000,0,1,2,49
18357,84000,0,2,1,32
18358,10000,0,1,2,34
18359,56000,0,1,2,31
18360,12000,0,3,1,46
18361,72000,0,1,1,33
18362,44000,0,2,2,31
18363,32000,0,1,1,41
18364,4000,0,3,2,48
18365,36000,0,2,1,33
18366,4000,0,2,1,34
18367,4000,0,2,2,34
18368,50000,0,3,2,45
18369,94000,0,2,2,32
18370,36000,0,3,2,39
18371,34000,0,2,2,32
18372,56000,0,2,1,48
18373,58000,0,2,1,36
18374,12000,0,1,2,36
18375,20000,0,3,1,42
18376,12000,0,1,2,36
18377,20000,0,2,2,32
18378,110000,0,1,1,44
18379,20000,0,2,1,46
18380,56000,0,2,1,38
18381,46000,0,1,2,45
18382,16000,0,2,1,44
18383,16000,0,1,2,33
18384,10000,0,2,1,46
18385,56000,0,1,2,36
18386,58000,0,1,1,40
18387,28000,0,2,2,41
18388,16000,0,2,1,43
18389,56000,0,1,2,32
18390,94000,0,2,1,40
18391,70000,0,2,2,33
18392,34000,0,2,1,34
18393,72000,0,3,1,35
18394,28000,0,2,2,41
18395,48000,0,2,1,41
18396,38000,0,1,2,34
18397,40000,0,2,1,32
18398,42000,0,1,2,41
18399,10000,0,2,1,36
18400,72000,0,1,1,47
18401,56000,0,2,1,43
18402,10000,0,2,2,39
18403,54000,0,3,1,47
18404,4000,0,2,1,37
18405,64000,0,2,1,39
18406,46000,0,2,1,37
18407,70000,0,3,1,35
18408,10000,0,2,1,35
18409,4000,0,3,2,48
18410,78000,0,1,2,32
18411,98000,0,1,1,41
18412,38000,0,2,2,37
18413,30000,0,5,1,40
18414,54000,0,1,1,37
18415,30000,0,2,1,34
18416,120000,0,1,1,36
18417,20000,0,1,1,31
18418,52000,0,1,2,31
18419,16000,0,3,1,42
18420,52000,0,2,1,42
18421,74000,0,1,1,41
18422,14000,0,2,2,31
18423,50000,0,2,2,44
18424,14000,0,3,2,39
18425,32000,0,2,1,42
18426,56000,0,3,1,39
18427,42000,0,1,1,34
18428,40000,0,1,2,33
18429,12000,0,2,1,45
18430,10000,0,2,2,36
18431,10000,0,2,1,35
18432,30000,0,1,1,31
18433,46000,0,1,2,33
18434,62000,0,1,1,40
18435,34000,0,1,2,36
18436,46000,0,1,1,41
18437,10000,0,2,2,47
18438,68000,0,2,1,34
18439,44000,0,2,2,35
18440,12000,0,2,1,45
18441,70000,0,2,2,34
18442,12000,0,2,2,42
18443,20000,0,2,2,28
18444,72000,0,1,1,35
18445,20000,0,2,1,29
18446,58000,0,1,2,47
18447,76000,0,1,2,33
18448,12000,0,2,1,45
18449,64000,0,3,2,28
18450,56000,0,1,1,37
18451,22000,0,2,1,38
18452,62000,0,2,2,46
18453,40000,0,3,2,28
18454,14000,0,2,2,29
18455,42000,0,2,1,35
18456,92000,0,1,1,37
18457,72000,0,1,1,39
18458,40000,0,1,2,32
18459,16000,0,2,2,32
18460,16000,0,3,1,36
18461,30000,0,1,2,33
18462,18000,0,3,1,31
18463,72000,0,2,1,40
18464,38000,0,1,2,36
18465,30000,0,3,1,47
18466,10000,0,2,1,32
18467,62000,0,1,2,38
18468,38000,0,2,1,42
18469,6000,0,1,2,31
18470,56000,0,1,2,32
18471,4000,0,2,2,32
18472,28000,0,2,2,29
18473,16000,0,1,1,47
18474,34000,0,1,1,42
18475,42000,0,2,2,48
18476,100000,0,2,1,46
18477,82000,0,1,2,32
18478,44000,0,2,1,35
18479,84000,0,2,2,30
18480,16000,0,1,2,26
18481,16000,0,2,2,27
18482,4000,0,1,2,28
18483,10000,0,1,2,44
18484,72000,0,3,1,46
18485,28000,0,1,1,36
18486,14000,0,2,2,34
18487,86000,0,1,1,39
18488,34000,0,2,1,39
18489,30000,0,1,1,36
18490,52000,0,2,1,42
18491,100000,0,2,1,40
18492,42000,0,2,1,45
18493,46000,0,2,1,33
18494,36000,0,2,1,43
18495,62000,0,1,1,41
18496,36000,0,1,2,39
18497,16000,0,1,1,46
18498,42000,0,2,2,41
18499,18000,0,2,1,37
18500,6000,0,1,1,45
18501,40000,0,1,1,41
18502,44000,0,1,2,34
18503,96000,0,1,1,37
18504,78000,0,2,1,34
18505,4000,0,2,2,43
18506,40000,0,3,1,37
18507,82000,0,1,1,40
18508,8000,0,1,1,47
18509,10000,1,3,1,47
18510,26000,1,1,2,33
18511,20000,1,2,1,33
18512,80000,0,1,2,34
18513,118000,0,1,1,41
18514,10000,0,1,2,34
18515,28000,0,2,2,36
18516,22000,0,2,2,34
18517,100000,0,3,1,46
18518,40000,0,3,2,40
18519,14000,0,2,1,45
18520,34000,0,1,1,45
18521,84000,0,2,2,44
18522,56000,0,2,1,31
18523,6000,0,2,2,40
18524,18000,0,1,1,38
18525,44000,0,3,2,33
18526,56000,0,2,2,47
18527,56000,0,1,2,38
18528,36000,0,1,1,37
18529,10000,0,1,1,49
18530,100000,0,1,1,46
18531,40000,0,1,1,43
18532,20000,0,1,1,42
18533,12000,0,2,1,31
18534,36000,0,3,1,41
18535,4000,0,2,1,40
18536,70000,0,2,1,39
18537,20000,0,2,1,38
18538,4000,0,2,1,43
18539,6000,0,3,2,29
18540,36000,0,5,1,40
18541,60000,0,2,2,29
18542,72000,0,2,0,38
18543,6000,0,1,1,35
18544,30000,0,2,1,31
18545,30000,0,2,2,31
18546,94000,0,1,1,40
18547,40000,0,2,1,38
18548,16000,0,3,1,49
18549,100000,0,1,2,30
18550,40000,0,1,1,36
18551,18000,0,1,1,34
18552,36000,0,2,2,38
18553,32000,0,2,1,47
18554,26000,0,2,1,38
18555,48000,0,2,1,39
18556,32000,0,2,1,33
18557,10000,0,2,1,43
18558,6000,0,2,1,40
18559,26000,0,2,1,46
18560,32000,0,1,1,43
18561,42000,0,2,1,37
18562,14000,0,1,1,39
18563,10000,0,2,2,44
18564,66000,0,1,1,38
18565,14000,0,2,2,40
18566,34000,0,2,2,36
18567,50000,0,1,1,39
18568,40000,0,3,1,49
18569,92000,0,2,1,37
18570,44000,0,1,2,35
18571,6000,0,2,2,35
18572,16000,0,2,2,34
18573,22000,0,5,1,36
18574,4000,0,2,2,35
18575,10000,0,2,1,44
18576,16000,0,2,1,39
18577,8000,0,1,2,35
18578,30000,0,2,1,42
18579,4000,0,2,2,40
18580,4000,0,2,2,45
18581,100000,0,1,1,40
18582,4000,0,2,2,46
18583,42000,0,1,1,44
18584,100000,0,2,1,41
18585,22000,0,2,1,35
18586,100000,0,1,1,39
18587,24000,0,1,1,44
18588,70000,0,3,2,36
18589,16000,0,1,2,35
18590,64000,0,1,1,46
18591,22000,0,2,1,44
18592,12000,0,2,1,32
18593,4000,0,1,2,34
18594,18000,0,1,1,41
18595,40000,0,2,1,49
18596,48000,0,1,2,46
18597,24000,0,2,1,48
18598,14000,0,3,1,46
18599,4000,0,2,1,33
18600,48000,0,3,1,41
18601,10000,0,3,2,44
18602,20000,0,2,2,26
18603,52000,0,2,1,31
18604,46000,0,1,2,35
18605,4000,0,3,2,36
18606,92000,0,1,1,40
18607,24000,0,2,2,36
18608,12000,0,2,1,31
18609,10000,0,3,2,41
18610,6000,0,3,1,42
18611,4000,0,3,2,45
18612,70000,0,2,2,32
18613,48000,0,2,1,36
18614,24000,0,2,1,37
18615,30000,0,1,2,31
18616,36000,0,2,1,37
18617,52000,0,1,1,30
18618,26000,0,1,1,31
18619,50000,0,1,2,34
18620,92000,0,4,1,35
18621,4000,0,2,1,36
18622,62000,0,2,1,41
18623,18000,0,2,1,40
18624,54000,0,2,1,39
18625,34000,0,3,1,45
18626,60000,0,2,1,41
18627,72000,0,1,1,39
18628,52000,0,2,1,37
18629,20000,0,1,2,28
18630,6000,0,2,2,38
18631,32000,0,1,2,46
18632,74000,0,2,2,36
18633,42000,0,3,2,37
18634,18000,0,2,2,44
18635,42000,0,2,1,42
18636,100000,0,1,1,46
18637,78000,0,2,1,48
18638,62000,0,1,2,32
18639,40000,0,1,1,41
18640,10000,0,2,1,38
18641,100000,0,2,1,42
18642,10000,0,2,2,35
18643,42000,0,2,2,47
18644,30000,0,1,1,41
18645,40000,0,1,2,38
18646,40000,0,1,2,38
18647,66000,0,2,1,38
18648,20000,0,2,1,41
18649,26000,0,2,1,34
18650,18000,0,2,2,35
18651,46000,0,2,1,35
18652,16000,0,1,2,38
18653,20000,0,2,1,36
18654,62000,0,1,1,43
18655,32000,0,2,2,36
18656,14000,0,2,1,36
18657,10000,0,2,1,46
18658,82000,0,2,1,46
18659,24000,0,1,2,32
18660,62000,0,2,1,40
18661,18000,0,2,1,36
18662,40000,0,1,1,43
18663,70000,0,1,2,29
18664,4000,0,2,1,34
18665,52000,0,1,1,37
18666,28000,0,1,2,32
18667,62000,0,3,2,34
18668,34000,0,2,1,40
18669,82000,0,2,1,46
18670,26000,0,2,2,38
18671,52000,0,1,1,39
18672,32000,0,2,1,43
18673,36000,0,2,1,33
18674,14000,0,3,2,34
18675,18000,0,1,2,32
18676,42000,0,2,2,32
18677,42000,0,5,1,31
18678,56000,0,1,2,30
18679,32000,0,1,2,31
18680,40000,0,2,1,32
18681,80000,0,3,1,33
18682,42000,0,1,2,32
18683,88000,0,1,2,33
18684,24000,0,1,2,33
18685,22000,0,1,1,33
18686,22000,0,2,1,34
18687,40000,0,1,3,47
18688,40000,0,2,2,36
18689,10000,0,2,2,35
18690,30000,0,1,2,41
18691,86000,0,1,1,39
18692,34000,0,1,1,35
18693,100000,0,1,2,36
18694,46000,0,2,1,34
18695,10000,0,2,1,47
18696,44000,0,1,2,35
18697,100000,0,2,1,39
18698,70000,0,2,1,38
18699,6000,0,3,2,35
18700,36000,0,3,1,36
18701,10000,0,2,1,42
18702,54000,0,1,1,39
18703,62000,0,1,1,39
18704,90000,0,1,1,37
18705,60000,0,2,1,39
18706,12000,0,2,1,38
18707,72000,0,1,2,36
18708,30000,0,1,1,40
18709,52000,0,2,1,42
18710,30000,0,1,2,39
18711,24000,0,1,1,43
18712,40000,0,1,1,42
18713,26000,0,1,2,43
18714,86000,0,1,1,35
18715,6000,0,2,2,30
18716,12000,0,2,2,30
18717,72000,0,3,2,31
18718,12000,0,2,2,31
18719,20000,0,1,2,31
18720,48000,0,1,2,34
18721,8000,0,1,2,35
18722,16000,0,2,2,35
18723,56000,0,4,1,42
18724,42000,0,1,1,41
18725,14000,0,2,2,38
18726,52000,0,5,1,47
18727,20000,0,1,2,37
18728,16000,0,2,2,36
18729,20000,0,2,2,40
18730,10000,0,1,1,37
18731,4000,0,2,2,35
18732,18000,0,2,1,44
18733,84000,0,2,1,38
18734,100000,0,2,2,33
18735,10000,0,2,1,43
18736,16000,0,1,2,40
18737,40000,0,1,1,42
18738,6000,0,2,2,44
18739,10000,0,3,0,39
18740,58000,0,2,1,46
18741,66000,0,2,1,45
18742,2000,0,1,2,36
18743,74000,0,1,1,45
18744,68000,0,2,1,40
18745,100000,0,1,1,31
18746,92000,0,1,1,49
18747,32000,0,6,1,44
18748,16000,0,2,1,47
18749,42000,0,3,2,48
18750,6000,0,2,2,37
18751,82000,0,1,1,38
18752,52000,0,2,2,35
18753,72000,0,3,1,37
18754,10000,0,3,1,49
18755,44000,0,1,1,40
18756,46000,0,2,2,50
18757,4000,0,3,1,50
18758,100000,0,2,1,45
18759,88000,0,2,1,49
18760,28000,0,1,1,50
18761,96000,0,1,1,49
18762,34000,0,2,1,52
18763,52000,0,2,1,54
18764,28000,0,1,2,50
18765,44000,0,3,1,65
18766,32000,0,3,1,61
18767,4000,0,2,1,50
18768,12000,0,3,1,50
18769,38000,0,1,1,50
18770,100000,0,1,2,51
18771,92000,0,1,1,51
18772,92000,0,3,1,61
18773,60000,0,3,1,56
18774,18000,0,2,1,58
18775,14000,0,3,1,55
18776,4000,0,2,1,55
18777,2000,0,3,2,61
18778,84000,0,1,1,53
18779,40000,0,2,1,54
18780,30000,0,1,1,55
18781,10000,0,3,2,58
18782,36000,0,2,1,63
18783,30000,0,2,1,52
18784,10000,0,3,1,60
18785,26000,0,2,1,54
18786,72000,0,2,1,58
18787,20000,0,3,1,54
18788,10000,0,3,2,54
18789,80000,0,3,1,53
18790,4000,0,2,1,56
18791,100000,0,1,1,55
18792,48000,0,5,1,50
18793,42000,0,2,2,52
18794,26000,0,2,2,54
18795,72000,0,1,1,49
18796,10000,0,1,2,55
18797,100000,0,1,1,54
18798,4000,0,3,2,55
18799,96000,0,1,1,50
18800,48000,0,3,1,50
18801,90000,0,1,1,61
18802,70000,0,3,1,65
18803,26000,0,2,1,48
18804,10000,0,2,2,54
18805,12000,0,2,2,53
18806,4000,0,1,2,50
18807,80000,0,1,1,48
18808,80000,0,1,1,50
18809,40000,0,1,1,48
18810,6000,0,1,1,59
18811,6000,0,1,1,52
18812,54000,0,1,1,54
18813,42000,0,2,1,47
18814,100000,0,1,1,51
18815,10000,0,2,1,49
18816,110000,0,1,1,53
18817,66000,0,1,1,54
18818,56000,0,1,1,60
18819,60000,0,1,1,55
18820,4000,0,2,1,56
18821,56000,0,1,1,39
18822,46000,0,3,1,58
18823,4000,0,3,2,53
18824,10000,0,3,1,55
18825,72000,0,5,1,50
18826,22000,0,3,1,51
18827,30000,0,1,1,51
18828,40000,0,1,1,54
18829,22000,0,2,1,49
18830,20000,0,1,1,55
18831,6000,0,2,1,50
18832,46000,0,2,1,60
18833,10000,0,3,1,50
18834,10000,0,3,1,55
18835,26000,0,3,1,51
18836,10000,0,2,1,57
18837,10000,0,2,1,56
18838,30000,0,1,1,54
18839,48000,0,2,1,56
18840,34000,0,3,1,61
18841,70000,0,1,1,50
18842,32000,0,1,1,51
18843,100000,0,5,1,53
18844,92000,0,1,1,51
18845,10000,0,1,1,50
18846,10000,0,3,1,50
18847,58000,0,1,1,51
18848,64000,0,1,2,57
18849,100000,0,3,1,50
18850,90000,0,1,1,52
18851,24000,0,1,1,54
18852,50000,0,3,1,56
18853,36000,0,1,1,75
18854,52000,0,3,2,52
18855,44000,0,3,1,63
18856,18000,0,1,1,61
18857,42000,0,2,1,75
18858,6000,0,3,1,56
18859,18000,0,2,1,55
18860,60000,0,3,1,56
18861,34000,1,2,2,37
18862,30000,1,3,2,28
18863,72000,1,2,2,25
18864,70000,1,1,1,33
18865,10000,1,3,1,27
18866,10000,1,2,1,27
18867,6000,1,2,1,24
18868,6000,1,3,1,23
18869,52000,1,2,1,37
18870,48000,1,2,1,34
18871,16000,1,1,2,29
18872,8000,1,1,2,27
18873,12000,1,3,2,41
18874,50000,1,2,2,28
18875,12000,1,2,2,25
18876,22000,1,3,2,29
18877,6000,1,2,2,22
18878,10000,1,3,2,23
18879,10000,1,1,2,22
18880,16000,1,2,2,22
18881,6000,1,2,1,21
18882,10000,1,2,1,22
18883,10000,1,2,2,22
18884,10000,1,3,1,22
18885,10000,1,3,2,23
18886,10000,1,2,2,23
18887,2000,1,2,2,22
18888,14000,1,2,2,22
18889,4000,1,2,2,22
18890,6000,1,2,2,22
18891,10000,1,3,2,23
18892,20000,1,2,1,22
18893,6000,1,2,2,23
18894,10000,1,1,2,23
18895,6000,1,2,1,25
18896,6000,1,2,2,23
18897,4000,1,2,2,23
18898,6000,1,2,2,23
18899,10000,1,1,2,23
18900,6000,1,2,2,24
18901,2000,1,2,2,22
18902,6000,1,2,2,23
18903,6000,1,2,1,22
18904,24000,1,1,2,23
18905,6000,1,1,1,23
18906,6000,1,2,2,23
18907,16000,1,2,2,23
18908,4000,1,1,2,23
18909,24000,1,1,2,24
18910,6000,1,2,2,23
18911,10000,1,1,2,23
18912,6000,1,1,2,23
18913,18000,1,2,2,23
18914,10000,1,2,2,24
18915,30000,1,2,2,24
18916,2000,1,1,2,24
18917,26000,1,3,2,24
18918,8000,1,1,2,23
18919,40000,1,2,2,24
18920,22000,1,2,2,25
18921,18000,1,1,2,24
18922,6000,1,2,2,24
18923,4000,1,3,2,22
18924,46000,1,2,2,24
18925,10000,1,2,2,24
18926,16000,1,2,2,25
18927,30000,1,1,2,25
18928,16000,1,3,1,25
18929,28000,1,2,2,26
18930,10000,1,2,2,24
18931,16000,1,1,2,26
18932,26000,1,2,2,25
18933,28000,1,2,2,24
18934,6000,1,1,2,25
18935,100000,1,2,2,25
18936,12000,1,2,2,23
18937,24000,1,2,2,23
18938,26000,1,2,2,24
18939,58000,1,2,2,25
18940,6000,1,1,2,24
18941,10000,1,2,2,26
18942,6000,1,1,2,23
18943,12000,1,2,2,23
18944,10000,1,3,1,23
18945,10000,1,2,2,24
18946,18000,1,2,2,23
18947,10000,1,1,2,23
18948,4000,1,2,2,23
18949,30000,1,2,2,23
18950,22000,1,2,2,24
18951,6000,1,2,2,25
18952,24000,1,2,1,25
18953,16000,1,2,2,25
18954,16000,1,2,2,25
18955,10000,1,2,1,25
18956,6000,1,2,2,22
18957,6000,1,2,2,23
18958,10000,1,3,2,23
18959,34000,1,1,2,27
18960,42000,1,2,2,26
18961,32000,1,1,2,26
18962,30000,1,2,2,26
18963,12000,1,3,1,23
18964,10000,1,2,2,22
18965,28000,1,2,2,26
18966,16000,1,2,1,26
18967,12000,1,1,2,26
18968,40000,1,1,2,27
18969,20000,1,1,2,26
18970,16000,1,2,2,26
18971,14000,1,2,2,22
18972,12000,1,2,2,24
18973,16000,1,2,2,24
18974,10000,1,2,1,24
18975,6000,1,2,2,23
18976,10000,1,1,2,25
18977,16000,1,3,2,25
18978,16000,1,2,1,25
18979,20000,1,1,2,25
18980,6000,1,1,2,25
18981,12000,1,2,2,25
18982,34000,1,2,0,24
18983,4000,1,1,2,24
18984,10000,1,2,2,25
18985,18000,1,2,2,25
18986,14000,1,1,2,25
18987,24000,1,2,2,26
18988,10000,1,3,2,26
18989,76000,1,1,2,27
18990,40000,1,2,2,27
18991,12000,1,2,2,26
18992,16000,1,3,2,25
18993,30000,1,2,2,28
18994,52000,1,3,2,27
18995,40000,1,5,1,27
18996,40000,1,2,1,29
18997,40000,1,3,2,29
18998,6000,1,2,2,25
18999,6000,1,2,1,28
19000,104000,1,1,2,28
19001,16000,1,3,2,28
19002,72000,1,1,2,27
19003,10000,1,1,2,27
19004,40000,1,2,2,27
19005,10000,1,2,2,24
19006,16000,1,1,2,25
19007,10000,1,2,2,25
19008,42000,1,5,2,27
19009,16000,1,2,2,22
19010,10000,1,1,2,25
19011,20000,1,1,2,26
19012,16000,1,2,2,26
19013,26000,1,1,2,26
19014,32000,1,1,2,27
19015,26000,1,1,2,27
19016,6000,1,1,1,23
19017,4000,1,2,2,22
19018,28000,1,2,2,23
19019,36000,1,1,2,25
19020,52000,1,2,2,26
19021,52000,1,2,2,26
19022,36000,1,2,1,26
19023,4000,1,2,2,25
19024,6000,1,2,1,25
19025,50000,1,2,1,25
19026,18000,1,1,2,24
19027,10000,1,1,2,28
19028,42000,1,1,2,27
19029,64000,1,2,2,28
19030,40000,1,1,1,32
19031,16000,1,2,1,27
19032,16000,1,1,2,27
19033,40000,1,1,2,29
19034,46000,1,2,2,30
19035,4000,1,3,1,26
19036,18000,1,2,1,27
19037,26000,1,2,1,26
19038,6000,1,2,2,29
19039,48000,1,1,2,29
19040,72000,1,1,2,29
19041,48000,1,3,2,28
19042,64000,1,1,2,28
19043,82000,1,1,2,28
19044,48000,1,1,2,26
19045,40000,1,1,2,26
19046,16000,1,5,2,25
19047,4000,1,1,2,24
19048,60000,1,2,2,26
19049,68000,1,1,2,26
19050,70000,1,1,2,26
19051,4000,1,1,2,24
19052,18000,1,1,2,24
19053,4000,1,2,1,28
19054,48000,1,1,2,28
19055,30000,1,1,2,27
19056,30000,1,2,1,24
19057,10000,1,1,2,27
19058,52000,1,1,2,27
19059,6000,1,1,2,24
19060,18000,1,2,2,23
19061,10000,1,2,1,23
19062,14000,1,3,1,30
19063,60000,1,1,2,30
19064,60000,1,1,2,27
19065,6000,1,2,2,27
19066,4000,1,2,2,27
19067,6000,1,1,2,22
19068,40000,1,1,2,30
19069,40000,1,1,2,31
19070,10000,1,2,1,26
19071,28000,1,2,2,26
19072,10000,1,3,2,22
19073,10000,1,1,2,22
19074,34000,1,2,2,28
19075,32000,1,1,2,28
19076,20000,1,3,2,28
19077,40000,1,2,2,23
19078,72000,1,1,2,27
19079,32000,1,1,2,27
19080,10000,1,1,2,30
19081,18000,1,2,2,25
19082,60000,1,2,2,25
19083,60000,1,1,2,28
19084,100000,1,1,2,28
19085,10000,1,2,1,28
19086,48000,1,1,2,27
19087,42000,1,2,2,27
19088,10000,1,3,1,24
19089,12000,1,1,2,25
19090,62000,1,2,2,28
19091,28000,1,1,2,28
19092,18000,1,2,1,27
19093,56000,1,2,1,27
19094,16000,1,3,1,25
19095,48000,1,2,1,30
19096,6000,1,1,1,23
19097,24000,1,2,2,24
19098,2000,1,2,2,23
19099,16000,1,1,2,24
19100,34000,1,1,2,28
19101,22000,1,1,1,33
19102,42000,1,2,1,34
19103,30000,1,5,1,34
19104,28000,1,2,2,26
19105,16000,1,2,2,27
19106,48000,1,3,1,24
19107,16000,1,1,2,28
19108,14000,1,4,1,24
19109,10000,1,1,2,24
19110,22000,1,1,2,29
19111,60000,1,2,1,29
19112,42000,1,5,2,29
19113,20000,1,2,1,28
19114,14000,1,3,2,31
19115,50000,1,1,2,31
19116,64000,1,2,1,31
19117,36000,1,2,2,31
19118,22000,1,1,2,27
19119,12000,1,3,2,22
19120,64000,1,2,2,30
19121,64000,1,1,2,29
19122,16000,1,3,2,28
19123,100000,1,3,2,29
19124,38000,1,3,2,31
19125,18000,1,1,1,29
19126,28000,1,3,2,29
19127,40000,1,1,2,31
19128,52000,1,1,1,32
19129,44000,1,2,2,28
19130,22000,1,2,2,29
19131,76000,1,2,1,30
19132,24000,1,1,2,26
19133,12000,1,1,2,25
19134,4000,1,1,2,24
19135,6000,1,2,2,25
19136,10000,1,1,2,26
19137,42000,1,1,2,25
19138,48000,1,2,2,25
19139,30000,1,3,2,33
19140,56000,1,2,2,34
19141,42000,1,1,2,33
19142,80000,1,1,1,34
19143,12000,1,2,1,32
19144,10000,1,2,1,34
19145,72000,1,1,2,31
19146,2000,1,2,2,33
19147,84000,1,1,1,32
19148,44000,1,3,2,32
19149,40000,1,1,1,34
19150,10000,1,1,2,33
19151,60000,1,2,1,33
19152,72000,1,1,2,35
19153,10000,1,3,1,35
19154,46000,1,1,2,37
19155,6000,1,2,1,38
19156,30000,1,3,1,45
19157,14000,1,3,1,44
19158,66000,1,1,1,41
19159,24000,1,2,1,37
19160,72000,1,1,1,36
19161,30000,1,3,2,39
19162,6000,1,2,2,49
19163,30000,1,2,1,46
19164,82000,1,2,1,42
19165,78000,1,3,2,43
19166,64000,1,2,1,37
19167,14000,1,2,2,42
19168,10000,1,2,1,44
19169,20000,1,3,1,46
19170,56000,1,2,2,28
19171,100000,1,1,2,28
19172,72000,1,1,2,30
19173,96000,1,2,2,31
19174,90000,1,1,1,39
19175,16000,1,1,2,26
19176,100000,1,2,2,27
19177,40000,1,1,1,37
19178,26000,1,3,1,43
19179,60000,1,2,1,34
19180,14000,1,2,2,41
19181,16000,1,3,1,44
19182,56000,1,2,2,30
19183,42000,0,3,2,46
19184,16000,1,3,1,41
19185,24000,1,3,1,36
19186,30000,1,1,2,32
19187,36000,1,2,1,31
19188,74000,1,3,1,34
19189,6000,1,2,1,35
19190,32000,1,2,2,33
19191,46000,1,1,1,34
19192,16000,1,2,1,37
